"","borough","neighborhood","building_class_category","tax_class_present","block","lot","easement","building_class_present","address","apartment_number","zip_code","residential_units","commmercial_units","total_units","land_sq_feet","gross_sq_feet","year_built","tax_class_time_sale","build_class_time_sale","sale_price","sale_date","serialid","sale_year","sale_month"
"80173",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6078,45,"","A5","8901 SHORE COURT","",11209,1,0,1,1974,2761,1925,1,"A5",996000,"2010-11-12",80173,10,10
"80175",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6078,133,"","A1","19 COLONIAL GARDENS","",11209,1,0,1,2100,1800,1925,1,"A1",635000,"2010-11-10",80175,10,10
"80177",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6080,13,"","A9","216 90TH STREET","",11209,1,0,1,2200,1342,1925,1,"A9",860000,"2010-04-14",80177,10,3
"80183",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6100,20,"","A1","42 OLIVER STREET","",11209,1,0,1,2500,1472,1925,1,"A1",650000,"2010-01-28",80183,10,0
"80185",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6107,57,"","A5","339 94TH   STREET","",11209,1,0,1,1059,1088,1925,1,"A5",130000,"2010-05-05",80185,10,4
"80186",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6107,79,"","A5","9323 LAFAYETTE WALK","",11209,1,0,1,1021,910,1925,1,"A5",465000,"2010-01-15",80186,10,0
"80187",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6107,86,"","A5","9320 LAFAYETTE WALK","",11209,1,0,1,930,910,1925,1,"A5",255000,"2010-06-22",80187,10,5
"80188",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6107,94,"","A5","9317 HAMILTON WALK","",11209,1,0,1,923,910,1925,1,"A5",468000,"2010-06-21",80188,10,5
"80192",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6113,56,"","A5","223 95TH   STREET","",11209,1,0,1,1900,1216,1925,1,"A5",630000,"2010-01-15",80192,10,0
"80193",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6114,28,"","A9","366 94TH STREET","",11209,1,0,1,2000,1234,1901,1,"A9",535000,"2010-12-15",80193,10,11
"80194",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6115,31,"","A1","9443 RIDGE BOULEVARD","",11209,1,0,1,4000,3671,1925,1,"A1",860000,"2010-07-13",80194,10,6
"80195",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6117,19,"","A9","342 95TH STREET","",11209,1,0,1,1940,1280,1915,1,"A9",510000,"2010-10-13",80195,10,9
"80198",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6122,50,"","A2","359 97TH STREET","",11209,1,0,1,3920,1496,1901,1,"A2",872000,"2010-07-21",80198,10,6
"80199",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6123,56,"","A5","455 97TH   STREET","",11209,1,0,1,1829,1080,1901,1,"A5",488000,"2010-03-18",80199,10,2
"80200",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6126,24,"","A5","340 97TH STREET","",11209,1,0,1,867,1260,1925,1,"A5",5e+05,"2010-01-13",80200,10,0
"80202",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6131,16,"","A2","415 99TH STREET","",11209,1,0,1,2800,652,1899,1,"A2",450000,"2010-04-08",80202,10,3
"80203",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6131,34,"","A9","430 MARINE AVENUE","",11209,1,0,1,1883,1410,1925,1,"A9",650000,"2010-09-14",80203,10,8
"80204",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6131,46,"","A5","9808 FORT HAMILTON PARKWA","",11209,1,0,1,1378,1668,1940,1,"A5",558500,"2010-01-21",80204,10,0
"80337",3,"BAY RIDGE","02  TWO FAMILY HOMES","1",5976,4,"","A3","7921 NARROWS AVENUE","",11209,1,0,1,8000,4000,2011,1,"B9",2100000,"2010-05-25",80337,10,4
"80386",3,"BAY RIDGE","02  TWO FAMILY HOMES","1",6041,27,"","A1","80 86TH STREET","",11209,1,0,1,3333,1496,1925,1,"B3",1025000,"2010-12-01",80386,10,11
"149258",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5882,86,"","A5","7014 COLONIAL ROAD","",11209,1,0,1,1256,1224,1925,1,"A5",595000,"2011-01-13",149258,11,0
"149259",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5884,24,"","A5","76 MACKAY PLACE","",11209,1,0,1,1829,1462,1935,1,"A5",620000,"2011-02-15",149259,11,1
"149260",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5884,33,"","A5","92 MACKAY PLACE","",11209,1,0,1,1266,1142,1935,1,"A5",650000,"2011-07-28",149260,11,6
"149265",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5905,30,"","A5","108 72ND   STREET","",11209,1,0,1,2000,1880,1910,1,"A5",690000,"2011-03-17",149265,11,2
"149266",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5915,35,"","A1","110 73RD   STREET","",11209,1,0,1,2000,1120,1925,1,"A1",685000,"2011-03-15",149266,11,2
"149267",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5926,5,"","A1","7413 NARROWS AVENUE","",11209,1,0,1,2000,2208,1940,1,"A1",670000,"2011-02-03",149267,11,1
"149272",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5936,45,"","A1","7602 NARROWS AVENUE","",11209,1,0,1,2700,1824,1930,1,"A1",1110000,"2011-09-07",149272,11,8
"149273",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5938,2,"","A9","7519 COLONIAL ROAD","",11209,1,0,1,2000,1504,1925,1,"A9",707500,"2011-08-16",149273,11,7
"149275",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5939,66,"","A1","221 76TH   STREET","",11209,1,0,1,5109,4065,1925,1,"A1",1300000,"2011-03-01",149275,11,2
"149278",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5941,61,"","A5","449 76TH STREET","",11209,1,0,1,2000,1576,1925,1,"A5",257771,"2011-06-23",149278,11,5
"149279",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5941,69,"","A5","431 76TH   STREET","",11209,1,0,1,1800,1744,1925,1,"A5",510000,"2011-01-28",149279,11,0
"149280",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5941,72,"","A5","425 76TH STREET","",11209,1,0,1,1800,1744,1925,1,"A5",673000,"2011-09-27",149280,11,8
"149285",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5948,48,"","A3","7624 RIDGE BLVD","",11209,1,0,1,7880,3064,1905,1,"A3",1880000,"2011-04-26",149285,11,3
"149286",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5949,59,"","A1","255 77TH   STREET","",11209,1,0,1,4920,4069,1910,1,"A1",1225000,"2011-08-16",149286,11,7
"149287",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5952,72,"","A5","515 77TH   STREET","",11209,1,0,1,1992,1710,1910,1,"A5",575000,"2011-04-12",149287,11,3
"149288",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5956,5,"","A1","7727 SHORE ROAD","",11209,1,0,1,1598,1144,1920,1,"A1",727000,"2011-04-29",149288,11,3
"149289",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5956,28,"","A1","7706 NARROWS AVENUE","",11209,1,0,1,2750,1622,1925,1,"A1",867000,"2011-07-22",149289,11,6
"149292",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5956,82,"","A1","9 78TH STREET","",11209,1,0,1,6217,2072,1925,1,"A1",1518000,"2011-07-27",149292,11,6
"149293",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5957,35,"","A5","90 77 STREET","",11209,1,0,1,2952,1700,1925,1,"A5",840000,"2011-07-13",149293,11,6
"149295",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5957,76,"","A9","43 78TH   STREET","",11209,1,0,1,3061,1568,1925,1,"A9",965000,"2011-01-28",149295,11,0
"149296",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5958,71,"","A5","123 78TH STREET","",11209,1,0,1,2733,1904,1925,1,"A5",803000,"2011-02-01",149296,11,1
"149297",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5958,72,"","A5","121 78TH STREET","",11209,1,0,1,2733,1904,1925,1,"A5",855000,"2011-03-03",149297,11,2
"149301",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5967,59,"","A1","165 79TH   STREET","",11209,1,0,1,2870,1552,1925,1,"A1",910000,"2011-07-11",149301,11,6
"149302",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5968,32,"","A1","256 78TH   STREET","",11209,1,0,1,1913,2724,1920,1,"A1",905500,"2011-12-30",149302,11,11
"149304",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5975,28,"","A1","42 79TH STREET","",11209,1,0,1,2508,1504,1930,1,"A1",750000,"2011-12-06",149304,11,11
"149305",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5975,45,"","A1","33 80TH   STREET","",11209,1,0,1,3523,2193,1930,1,"A1",1515000,"2011-03-04",149305,11,2
"149307",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5976,60,"","A1","111 80TH STREET","",11209,1,0,1,3247,1596,1930,1,"A1",9e+05,"2011-11-09",149307,11,10
"149308",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5976,65,"","A1","99 80TH STREET","",11209,1,0,1,3514,1596,1930,1,"A1",1050000,"2011-09-13",149308,11,8
"149309",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5977,19,"","A9","146 79TH   STREET","",11209,1,0,1,2314,1344,1925,1,"A9",820000,"2011-09-23",149309,11,8
"149311",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5977,71,"","A1","147 80TH   STREET","",11209,1,0,1,4920,2644,1910,1,"A1",1755000,"2011-03-22",149311,11,2
"149312",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5990,39,"","A1","580 80TH   STREET","",11209,1,0,1,2500,1764,1920,1,"A1",570220,"2011-07-29",149312,11,6
"149313",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5990,58,"","A5","565 81ST STREET","",11209,1,0,1,2275,1728,1915,1,"A5",660000,"2011-08-08",149313,11,7
"149315",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5991,51,"","A5","615 81ST STREET","",11209,1,0,1,2100,1792,1920,1,"A5",693500,"2011-12-07",149315,11,11
"149317",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5997,27,"","A5","346 81ST   STREET","",11209,1,0,1,2187,1328,1920,1,"A5",575000,"2011-01-27",149317,11,0
"149319",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6003,31,"","A2","8225 SHORE ROAD","",11209,1,0,1,8400,2880,1950,1,"A2",2750000,"2011-08-24",149319,11,7
"149324",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6013,58,"","A1","8514 NARROWS AVENUE","",11209,1,0,1,6125,3675,1940,1,"A1",1575000,"2011-09-16",149324,11,8
"149325",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6013,72,"","A1","11 86TH STREET","",11209,1,0,1,4800,3025,1910,1,"A1",1125000,"2011-12-09",149325,11,11
"149326",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6013,72,"","A1","11 86TH   STREET","",11209,1,0,1,4800,3025,1910,1,"A1",9e+05,"2011-02-15",149326,11,1
"149327",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6015,64,"","A1","133 84TH   STREET","",11209,1,0,1,2000,1515,1920,1,"A1",885000,"2011-06-23",149327,11,5
"149328",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6023,72,"","A1","119 85TH   STREET","",11209,1,0,1,4700,2223,1910,1,"A1",1900000,"2011-10-21",149328,11,9
"149330",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6031,16,"","A9","52 85TH   STREET","",11209,1,0,1,2825,1968,1920,1,"A9",483840,"2011-05-11",149330,11,4
"149332",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6041,10,"","A5","42 86TH STREET","",11209,1,0,1,2500,1496,1925,1,"A5",995000,"2011-07-22",149332,11,6
"149334",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6043,65,"","A5","229 87TH STREET","",11209,1,0,1,2000,2301,1901,1,"A5",324000,"2011-04-28",149334,11,3
"149336",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6046,44,"","A9","79 88TH STREET","",11209,1,0,1,2500,2066,1930,1,"A9",899988,"2011-09-16",149336,11,8
"149340",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6059,60,"","A5","35 89TH STREET","",11209,1,0,1,2025,2032,1925,1,"A5",660000,"2011-07-14",149340,11,6
"149342",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6063,66,"","A5","231 90 STREET","",11209,1,0,1,2467,1704,1935,1,"A5",850000,"2011-09-07",149342,11,8
"149343",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6064,57,"","A9","317 90TH   STREET","",11209,1,0,1,662,750,1930,1,"A9",306000,"2011-09-23",149343,11,8
"149344",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6067,27,"","A5","516 88TH STREET","",11209,1,0,1,2269,2052,1940,1,"A5",650000,"2011-11-21",149344,11,10
"149347",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6078,86,"","A1","63 91ST   STREET","",11209,1,0,1,2613,1376,1925,1,"A1",1100000,"2011-09-09",149347,11,8
"149350",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6078,137,"","A1","10 COLONIAL GARDENS","",11209,1,0,1,2100,1650,1925,1,"A1",650000,"2011-03-17",149350,11,2
"149351",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6080,24,"","A9","242 90TH   STREET","",11209,1,0,1,2200,1240,1925,1,"A9",6e+05,"2011-11-15",149351,11,10
"149352",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6080,72,"","A9","217 91 STREET","",11209,1,0,1,2900,1280,1925,1,"A9",760000,"2011-01-27",149352,11,0
"149354",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6084,61,"","A5","141 92ND STREET","",11209,1,0,1,2000,1360,1935,1,"A5",680000,"2011-06-16",149354,11,5
"149355",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6084,64,"","A1","135 92ND STREET","",11209,1,0,1,2629,2170,1899,1,"A1",250000,"2011-12-01",149355,11,11
"149356",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6089,18,"","A9","119 GELSTON AVENUE","",11209,1,0,1,2904,741,1899,1,"A9",350000,"2011-10-05",149356,11,9
"149361",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6107,95,"","A5","9319 HAMILTON WALK","",11209,1,0,1,923,910,1925,1,"A5",502450,"2011-10-28",149361,11,9
"149362",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6113,4,"","A5","9411 RIDGE BLVD","",11209,1,0,1,2080,1280,1925,1,"A5",595000,"2011-01-26",149362,11,0
"149363",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6113,10,"","A5","216 94TH   STREET","",11209,1,0,1,1900,1216,1925,1,"A5",525000,"2011-08-03",149363,11,7
"149364",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6113,59,"","A5","215 95TH STREET","",11209,1,0,1,1900,1216,1925,1,"A5",649000,"2011-07-25",149364,11,6
"149367",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6124,40,"","A9","155 97TH STREET","",11209,1,0,1,2600,1400,1925,1,"A9",7e+05,"2011-03-14",149367,11,2
"149368",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6126,79,"","A5","9717 BARWELL TERRACE","",11209,1,0,1,1003,1004,1925,1,"A5",533500,"2011-09-06",149368,11,8
"149369",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6129,73,"","A9","149 99TH   STREET","",11209,1,0,1,2050,1884,1925,1,"A9",660000,"2011-03-25",149369,11,2
"149370",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6129,103,"","A1","132 98TH   STREET","",11209,1,0,1,2819,2277,1925,1,"A1",1010000,"2011-10-05",149370,11,9
"149375",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6135,32,"","A1","432 99TH STREET","",11209,1,0,1,2535,1455,1925,1,"A1",725000,"2011-06-29",149375,11,5
"149376",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6138,19,"","A2","430 100TH STREET","",11209,1,0,1,2090,1624,1935,1,"A2",369000,"2011-07-05",149376,11,6
"149377",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6138,22,"","A2","436 100TH STREET","",11209,1,0,1,2074,1554,1935,1,"A2",690000,"2011-07-19",149377,11,6
"149378",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6143,69,"","A2","287 BATTERY AVENUE","",11209,1,0,1,2570,1855,1935,1,"A2",620000,"2011-04-20",149378,11,3
"223017",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5871,90,"","A5","26 BAY RIDGE PLACE","",11209,1,0,1,1600,2112,1920,1,"A5",692500,"2012-05-29",223017,12,4
"223022",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5884,7,"","A5","42 MACKAY","",11209,1,0,1,1411,1584,1930,1,"A5",655000,"2012-06-18",223022,12,5
"223023",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5884,76,"","A5","51 71ST STREET","",11209,1,0,1,1130,1260,1935,1,"A5",588000,"2012-10-15",223023,12,9
"223024",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5885,28,"","A5","7016 RIDGECREST TERRACE","",11209,1,0,1,1983,1520,1925,1,"A5",630000,"2012-05-02",223024,12,4
"223029",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5889,30,"","A5","174 71 STREET","",11209,1,0,1,1583,1264,1925,1,"A5",226040,"2012-03-23",223029,12,2
"223030",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5891,81,"","A5","335 72ND   STREET","",11209,1,0,1,1800,1560,1925,1,"A5",655000,"2012-09-20",223030,12,8
"223031",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5891,106,"","A5","7102 RIDGE COURT","",11209,1,0,1,1583,1388,1925,1,"A5",645000,"2012-02-27",223031,12,1
"223034",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5905,33,"","A5","114 72ND STREET","",11209,1,0,1,2000,2115,1910,1,"A5",886000,"2012-08-16",223034,12,7
"223035",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5916,14,"","A5","142 73RD STREET","",11209,1,0,1,1967,1896,1925,1,"A5",284160,"2012-01-19",223035,12,0
"223037",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5916,60,"","A5","147 74TH   STREET","",11209,1,0,1,2067,1760,1920,1,"A5",861000,"2012-09-28",223037,12,8
"223038",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5921,69,"","A4","639 74TH STREET","",11209,1,0,1,2000,1652,1910,1,"A4",617500,"2012-10-03",223038,12,9
"223041",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5930,25,"","A4","454 74TH   STREET","",11209,1,0,1,1860,2640,1899,1,"A4",660000,"2012-04-13",223041,12,3
"223042",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5936,7,"","A1","7543 SHORE ROAD","",11209,1,0,1,8167,3294,1925,1,"A1",2800000,"2012-04-23",223042,12,3
"223043",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5937,31,"","A5","74 BAY RIDGE PARKWAY","",11209,1,0,1,2000,1480,1920,1,"A5",780000,"2012-06-25",223043,12,5
"223045",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5937,69,"","A1","45 76TH   STREET","",11209,1,0,1,2379,1248,1920,1,"A1",600500,"2012-09-11",223045,12,8
"223046",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5938,4,"","A9","7515 COLONIAL ROAD","",11209,1,0,1,2000,1504,1925,1,"A9",726500,"2012-08-13",223046,12,7
"223047",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5938,5,"","A9","7511 COLONIAL ROAD","",11209,1,0,1,2000,1504,1925,1,"A9",770000,"2012-02-24",223047,12,1
"223048",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5938,63,"","A1","147 76TH   STREET","",11209,1,0,1,6000,3044,1920,1,"A1",1800000,"2012-08-27",223048,12,7
"223049",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5939,50,"","A5","271 76TH STREET","",11209,1,0,1,1803,1896,1920,1,"A5",490000,"2012-01-27",223049,12,0
"223050",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5939,152,"","A5","265 76TH   STREET","",11209,1,0,1,2504,1896,1920,1,"A5",668500,"2012-12-21",223050,12,11
"223054",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5947,32,"","A9","78 76TH STREET","",11209,1,0,1,3007,1472,1935,1,"A9",750000,"2012-04-03",223054,12,3
"223055",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5949,13,"","A1","212 76TH STREET","",11209,1,0,1,3827,2370,1920,1,"A1",955000,"2012-11-29",223055,12,10
"223056",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5952,71,"","A5","517 77TH. STREET","",11209,1,0,1,1950,1596,1920,1,"A5",615000,"2012-11-28",223056,12,10
"223057",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5952,85,"","A4","578 76 STREET","",11209,1,0,1,2000,2520,1910,1,"A4",678000,"2012-07-30",223057,12,6
"223058",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5956,13,"","A1","7713 SHORE ROAD","",11209,1,0,1,3780,1800,1920,1,"A1",1375000,"2012-12-27",223058,12,11
"223061",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5958,4,"","A9","7717 COLONIAL ROAD","",11209,1,0,1,2200,1478,1925,1,"A9",717000,"2012-05-03",223061,12,4
"223062",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5963,30,"","A1","7710 SEVENTH AVENUE","",11209,1,0,1,1990,2450,1960,1,"A1",6e+05,"2012-05-16",223062,12,4
"223063",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5963,69,"","A5","637 78TH STREET","",11209,1,0,1,1950,1368,1915,1,"A5",6e+05,"2012-12-06",223063,12,11
"223065",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5966,19,"","A1","74 78TH   STREET","",11209,1,0,1,2700,1360,1925,1,"A1",960000,"2012-12-21",223065,12,11
"223067",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5967,8,"","A1","7805 COLONIAL ROAD","",11209,1,0,1,3000,1648,1925,1,"A1",865000,"2012-08-30",223067,12,7
"223068",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5967,68,"","A1","135 79TH STREET","",11209,1,0,1,2870,1536,1925,1,"A1",985000,"2012-08-30",223068,12,7
"223069",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5968,36,"","A4","264 78TH STREET","",11209,1,0,1,1913,1816,1920,1,"A4",910000,"2012-06-29",223069,12,5
"223070",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5971,18,"","A5","522 78TH   STREET","",11209,1,0,1,2050,1536,1925,1,"A5",645000,"2012-04-20",223070,12,3
"223072",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5975,41,"","A1","45 80 STREET","",11209,1,0,1,2640,1568,1930,1,"A1",855000,"2012-03-01",223072,12,2
"223074",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5975,94,"","A1","8008 NARROWS AVENUE","",11209,1,0,1,3300,1898,1930,1,"A1",1275000,"2012-04-18",223074,12,3
"223075",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5975,118,"","A3","8068 NARROWS AVENUE","",11209,1,0,1,5425,1780,1930,1,"A3",1875000,"2012-11-27",223075,12,10
"223076",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5975,122,"","A3","8070 NARROWS AVENUE","",11209,1,0,1,4575,2144,1930,1,"A3",1875000,"2012-11-27",223076,12,10
"223081",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5976,35,"","A5","96 79TH STREET","",11209,1,0,1,2762,1658,1925,1,"A5",840000,"2012-09-28",223081,12,8
"223083",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5976,63,"","A1","101 80TH STREET","",11209,1,0,1,3357,2004,1930,1,"A1",995000,"2012-04-11",223083,12,3
"223084",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5977,4,"","A1","7915 COLONIAL ROAD","",11209,1,0,1,3533,2272,1925,1,"A1",1200000,"2012-08-20",223084,12,7
"223085",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5977,14,"","A9","140 79TH   STREET","",11209,1,0,1,2305,1896,1925,1,"A9",8e+05,"2012-09-25",223085,12,8
"223086",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5977,21,"","A9","152 79TH STREET","",11209,1,0,1,2305,1896,1925,1,"A9",775000,"2012-06-19",223086,12,5
"223087",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5977,51,"","A1","195 80TH   STREET","",11209,1,0,1,4373,2016,1920,1,"A1",999500,"2012-06-21",223087,12,5
"223088",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5977,63,"","A1","163 80TH STREET","",11209,1,0,1,4373,2656,1910,1,"A1",1110000,"2012-05-09",223088,12,4
"223090",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5979,64,"","A1","347 80TH STREET","",11209,1,0,1,2187,1364,1925,1,"A1",720000,"2012-11-26",223090,12,10
"223091",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5979,70,"","A1","333 80TH   STREET","",11209,1,0,1,2187,1556,1925,1,"A1",697000,"2012-09-07",223091,12,8
"223092",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5980,71,"","A1","439 80 STREET","",11209,1,0,1,3500,1866,1925,1,"A1",740000,"2012-04-25",223092,12,3
"223093",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5985,18,"","A1","84 80TH   STREET","",11209,1,0,1,3827,3744,1925,1,"A1",1440000,"2012-12-18",223093,12,11
"223096",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5985,48,"","A1","8024 COLONIAL ROAD","",11209,1,0,1,4033,2068,1925,1,"A1",1575000,"2012-07-09",223096,12,6
"223097",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5987,55,"","A1","261 81ST   STREET","",11209,1,0,1,2241,1504,1925,1,"A1",250000,"2012-09-12",223097,12,8
"223098",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5990,33,"","A5","564 80TH   STREET","",11209,1,0,1,2300,1998,1920,1,"A5",695000,"2012-09-24",223098,12,8
"223103",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5997,24,"","A5","338 81ST   STREET","",11209,1,0,1,2187,1280,1920,1,"A5",688000,"2012-08-30",223103,12,7
"223104",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5997,29,"","A5","352 81ST   STREET","",11209,1,0,1,2187,1328,1920,1,"A5",164830,"2012-05-25",223104,12,4
"223106",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",5997,164,"","A5","343 82ND   STREET","",11209,1,0,1,1941,1342,1920,1,"A5",540000,"2012-05-18",223106,12,4
"223108",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6004,1,"","A1","8219 NARROWS AVENUE","",11209,1,0,1,5000,2320,1925,1,"A1",1500000,"2012-03-07",223108,12,2
"223112",3,"BAY RIDGE","01  ONE FAMILY HOMES","1",6006,64,"","A1","225 83RD STREET","",11209,1,0,1,6000,3776,1920,1,"A1",736500,"2012-07-13",223112,12,6
